"participant_id","musical_exp","v1","synth","rating"
289,1,0.1524,"flute",3
289,1,10.2988,"harmonic",3
289,1,0.474,"flute",2
289,1,13.9994,"flute",6
288,12,11.7826,"harmonic",3
289,1,8.8313,"harmonic",3
288,12,7.0707,"harmonic",5
288,12,0.0726,"flute",5
289,1,12.2926,"harmonic",5
288,12,1.8038,"flute",3
289,1,8.9011,"harmonic",5
288,12,14.1563,"harmonic",2
288,12,2.2317,"flute",3
289,1,2.0485,"harmonic",3
289,1,9.5698,"flute",5
289,1,0.378,"harmonic",2
289,1,0.2464,"flute",3
290,0,2.159,"harmonic",4
290,0,4.7999,"flute",7
290,0,9.529,"flute",6
288,12,6.5943,"flute",4
