"participant_id","musical_exp","v1","synth","rating"
140,0,8.2104,"harmonic",3
139,5,12.7806,"harmonic",2
124,0,9.6981,"piano",5
143,0,0.2858,"piano",4
143,0,10.754,"harmonic",3
139,5,6.8242,"piano",5
145,1,11.869,"harmonic",2
139,5,2.7253,"harmonic",3
143,0,5.9425,"piano",5
123,1,14.2612,"piano",2
123,1,6.9811,"harmonic",2
123,1,5.3248,"harmonic",3
82,2,8.4912,"piano",3
124,0,1.0139,"piano",2
118,0,1.2145,"harmonic",1
101,6,4.7544,"piano",5
120,0,3.9033,"piano",6
124,0,1.1808,"piano",3
124,0,10.2035,"piano",5
126,10,4.8808,"piano",7
126,10,8.0028,"piano",7
124,0,0.1166,"piano",4
123,1,5.2683,"harmonic",2
124,0,11.3371,"piano",3
101,6,6.0754,"harmonic",5
101,6,7.0095,"piano",5
123,1,4.8298,"harmonic",2
123,1,10.9585,"piano",2
120,0,0.1848,"piano",6
118,0,7.1661,"harmonic",1
124,0,13.1908,"harmonic",1
120,0,10.6957,"harmonic",3
140,0,11.924,"harmonic",3
127,0,4.4284,"harmonic",2
123,1,12.5956,"harmonic",1
139,5,10.6039,"harmonic",2
145,1,13.3719,"harmonic",1
143,0,9.5671,"harmonic",5
145,1,4.4394,"harmonic",3
82,2,0.9467,"piano",5
182,6,11.105,"harmonic",3
182,6,2.9034,"harmonic",4
120,0,11.2017,"piano",6
126,10,4.1451,"harmonic",5
124,0,0.5212,"piano",3
124,0,11.2702,"harmonic",2
127,0,12.0129,"piano",5
118,0,4.654,"harmonic",2
124,0,2.6865,"piano",4
126,10,6.7463,"piano",6
118,0,2.9497,"harmonic",1
118,0,3.4508,"piano",3
124,0,13.69,"piano",4
124,0,5.7101,"harmonic",2
123,1,5.5854,"piano",7
139,5,2.8366,"harmonic",5
118,0,1.5117,"piano",1
125,2,3.3146,"harmonic",7
118,0,10.9247,"harmonic",1
145,1,12.4051,"harmonic",1
235,1,1.4314,"harmonic",2
139,5,4.2148,"harmonic",3
126,10,3.4929,"harmonic",5
124,0,3.1299,"piano",5
127,0,3.7272,"harmonic",3
139,5,6.1107,"harmonic",3
145,1,0.4612,"piano",7
143,0,4.6981,"piano",7
145,1,11.2904,"harmonic",3
145,1,10.4321,"harmonic",2
145,1,3.5947,"piano",7
118,0,5.6263,"piano",2
118,0,13.2675,"harmonic",1
123,1,3.3983,"piano",7
182,6,10.7362,"harmonic",2
139,5,13.4306,"harmonic",2
123,1,13.4413,"harmonic",2
139,5,14.0202,"harmonic",3
139,5,8.5158,"piano",7
139,5,12.8971,"piano",3
140,0,11.6457,"piano",5
143,0,12.2602,"harmonic",4
236,1,7.2814,"piano",3
123,1,8.0156,"piano",7
140,0,8.8242,"harmonic",4
140,0,11.5921,"piano",5
145,1,9.1714,"harmonic",3
125,2,2.3696,"harmonic",7
140,0,3.5403,"harmonic",3
101,6,6.755,"harmonic",5
143,0,1.0771,"piano",4
101,6,12.8437,"piano",5
124,0,10.9266,"harmonic",3
143,0,14.9727,"piano",6
143,0,5.359,"harmonic",3
140,0,5.8555,"piano",4
124,0,7.7502,"harmonic",2
143,0,14.0227,"harmonic",3
118,0,2.3614,"piano",5
124,0,1.5869,"piano",3
143,0,3.1391,"harmonic",3
124,0,8.6043,"piano",5
101,6,14.2682,"piano",5
143,0,4.1245,"piano",3
123,1,12.3515,"harmonic",1
118,0,10.5351,"piano",4
182,6,3.2945,"harmonic",1
143,0,2.4004,"piano",6
145,1,5.4617,"piano",7
235,1,7.4443,"harmonic",2
118,0,1.3799,"harmonic",1
126,10,2.1672,"piano",3
118,0,10.9801,"harmonic",2
126,10,0.6035,"piano",3
140,0,6.2082,"piano",6
123,1,2.7155,"piano",6
126,10,12.7967,"piano",2
